Date,Operator,Flight phase,Crash location,Total fatalities,Crash cause,Crash year,U Year,Total Death,,P Year,P Count,Operator,Op fatalities,
1/5/1983,Moser Engine Service,Landing (descent or approach),Almy Wyoming,1,Human factor,1983,,,,,,,,
1/7/1983,Iran Air,Taxiing,Tehran-Mehrabad Tehran City District,0,Human factor,1983,,,,,,,,
1/11/1983,Georgia South America,Takeoff (climb),Madison Georgia,0,Human factor,1983,,,,,,,,
1/11/1983,United Airlines,Takeoff (climb),Detroit-Metropolitan-Wayne County Michigan,3,Human factor,1983,,,,,,,,
1/11/1983,Sun Oil Company,Landing (descent or approach),Toronto-Lester Bowles Pearson Ontario,5,Technical failure,1983,,,,,,,,
1/12/1983,Indian Navy - Bharatiya Nau Sena,Taxiing,Mumbai Maharashtra,0,Unknown,1983,,,,,,,,
1/12/1983,Indian Air Force - Bharatiya Vayu Sena,Takeoff (climb),Alleypey Kerala,0,Unknown,1983,,,,,,,,
1/16/1983,Turkish Airlines - THY Türk Hava Yollari,Landing (descent or approach),Ankara-Esenboga Central Anatolia Region (Iç Anadolu Bölgesi),47,Weather,1983,,,,,,,,
1/16/1983,Private Guatemalan,Flight,Bay City Texas,0,Human factor,1983,,,,,,,,
1/16/1983,Libyan Government,Takeoff (climb),Mitiga Tripoli (<U+0637><U+0631><U+0627><U+0628><U+0644><U+0633>),2,Unknown,1983,,,,,,,,
1/21/1983,Raymond A. Waldrop,Landing (descent or approach),Leesburg Florida,0,Technical failure,1983,,,,,,,,
1/22/1983,Aeroflot - Russian International Airlines,Landing (descent or approach),Ponikla Orenburg oblast,4,Technical failure,1983,,,,,,,,
1/26/1983,Burt Weech,Landing (descent or approach),Miami-Opa Locka Florida,0,Human factor,1983,,,,,,,,
1/27/1983,Mitsumarq,Landing (descent or approach),Scottsdale Arizona,6,Human factor,1983,,,,,,,,
1/27/1983,Cameroon Air Force - Armée de l'Air du Cameroun,NA,Douala Littoral,0,Unknown,1983,,,,,,,,
1/28/1983,Papua New Guinea Defence Force,NA,Papua New Guinea All Papua New Guinea,0,Unknown,1983,,,,,,,,
1/31/1983,Mexican Air Force - Fuerza Aérea Mexicana,Takeoff (climb),Chilpancingo-Doctor Alfonso G. Alarcón Guerrero,4,Unknown,1983,,,,,,,,
2/1/1983,British Army Air Corps,Landing (descent or approach),Popham Hampshire,0,Human factor,1983,,,,,,,,
2/3/1983,Robert G. Mainhardt,Flight,Sunbury Pennsylvania,2,Weather,1983,,,,,,,,
2/3/1983,Cuban Air Force - Fuerzas Armadas Revolucionaras,Landing (descent or approach),Playa Baracoa Artemisa,0,Unknown,1983,,,,,,,,
2/6/1983,Weatherford Services,Takeoff (climb),Houston-William P. Hobby Texas,0,Human factor,1983,,,,,,,,
2/7/1983,Aeroflot - Russian International Airlines,Flight,Volgograd Volgograd oblast,0,Human factor,1983,,,,,,,,
2/13/1983,Upali Air,Flight,Kuala Selangor Selangor,6,Unknown,1983,,,,,,,,
2/13/1983,Allen N. Trask,Takeoff (climb),Winter Haven-Gilbert Florida,2,Human factor,1983,,,,,,,,
2/13/1983,United States Air Force - USAF,Parking,Pope AFB (Fayetteville) North Carolina,6,Technical failure,1983,,,,,,,,
2/15/1983,Distrofin,Landing (descent or approach),Neerach Zurich,0,Technical failure,1983,,,,,,,,
2/15/1983,Sierra Pacific Airlines - SPA,Landing (descent or approach),Hailey-Friedman Memorial Idaho,0,Human factor,1983,,,,,,,,
2/15/1983,Robert M. McCormick,Takeoff (climb),Aspen-Pitkin County-Sardy Field Colorado,4,Human factor,1983,,,,,,,,
2/15/1983,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Landing (descent or approach),Jalalabad Nangarhar,5,"Terrorism act, Hijacking, Sabotage",1983,,,,,,,,
2/15/1983,Ontario Central Airlines,Flight,Shamattawa Manitoba,0,Technical failure,1983,,,,,,,,
2/17/1983,Marden G. Dixon,Takeoff (climb),San Diego-Montgomery-Gibbs California,5,Human factor,1983,,,,,,,,
2/17/1983,Norving,NA,Båtsfjord Finnmark,0,Unknown,1983,,,,,,,,
2/21/1983,Sunshine Coast Air Charter,Flight,Nagoorin Queensland,1,Unknown,1983,,,,,,,,
2/21/1983,Colombian Air Force - Fuerza Aérea Colombiana,Flight,Salento Quindío,4,Unknown,1983,,,,,,,,
2/22/1983,VASP - Viação Aérea de São Paulo,Takeoff (climb),Manaus-Eduardo Gomes Amazonas,2,Human factor,1983,,,,,,,,
2/23/1983,Aeroflot - Russian International Airlines,Flight,Cherkasy Cherkasy Oblast,0,Human factor,1983,,,,,,,,
2/24/1983,Air Bénin,Flight,Bétérou Borgou,0,Unknown,1983,,,,,,,,
2/27/1983,CAAC - Civil Aviation Administration of China,Landing (descent or approach),Fuzhou Fujian,0,Unknown,1983,,,,,,,,
3/1/1983,Wanganui Aero Work,Flight,Mangamingi Taranaki Regional Council,1,Unknown,1983,,,,,,,,
3/5/1983,Lynch Air Tankers,Flight,Hubbards Fork Kentucky,1,Human factor,1983,,,,,,,,
3/7/1983,Aeroflot - Russian International Airlines,Flight,Kludnevo Kaluga oblast,4,Unknown,1983,,,,,,,,
3/9/1983,Aero Coach Aviation International,Flight,Atlantic Ocean All World,0,Technical failure,1983,,,,,,,,
3/9/1983,Rodney F. McClean,Flight,Clarendon-Vernamfield Clarendon,2,Unknown,1983,,,,,,,,
3/10/1983,Bakhtar Afghan Airlines,Flight,Shashgow Ghazni Ghazni,19,Human factor,1983,,,,,,,,
3/11/1983,Nihon Kinkyori Airways,Landing (descent or approach),Nakashibetsu Hokkaido,0,Human factor,1983,,,,,,,,
3/11/1983,AVENSA - Aerovias Venezolanas,Landing (descent or approach),Barquisimeto Lara,23,Human factor,1983,,,,,,,,
3/11/1983,Asrec Air East,Landing (descent or approach),Davison AAF (Fort Belvoir) Virginia,0,Technical failure,1983,,,,,,,,
3/14/1983,Jamahiriya Air Transport,Takeoff (climb),Sebha Sabha (<U+0633><U+0628><U+0647><U+0627>),5,Technical failure,1983,,,,,,,,
3/17/1983,Pars Air,NA,Iran All Iran,0,Unknown,1983,,,,,,,,
3/17/1983,Ethiopian Air Force - Ye Ityopya Ayer Hayl,Flight,Degehabur Somali,0,"Terrorism act, Hijacking, Sabotage",1983,,,,,,,,
3/18/1983,Petroquimica Dominicana,Landing (descent or approach),North Adams-Harriman and West Massachusetts,2,Human factor,1983,,,,,,,,
3/18/1983,Peruvian Air Force - Fuerza Aérea del Perú,Landing (descent or approach),Arequipa-Alfredo Rodríguez Ballón Arequipa,5,Unknown,1983,,,,,,,,
3/18/1983,Private German,Landing (descent or approach),Göteborg-Landvetter Västergötland,2,Human factor,1983,,,,,,,,
3/18/1983,Malawi Police Air Wing,Flight,Chikala Hills Southern Region,0,Unknown,1983,,,,,,,,
3/24/1983,McCauley Aviation,Flight,Jeffersonville Georgia,4,Weather,1983,,,,,,,,
3/24/1983,Aeroflot - Russian International Airlines,Landing (descent or approach),Vanavara Krasnoyarsk Krai,0,Technical failure,1983,,,,,,,,
3/28/1983,Linhas Aéreas de Moçambique - LAM,Landing (descent or approach),Quelimane Zambezia,0,Human factor,1983,,,,,,,,
3/29/1983,Aeroflot - Russian International Airlines,Takeoff (climb),Poti Samegrelo-Zemo Svaneti,6,Technical failure,1983,,,,,,,,
3/30/1983,Aeroflot - Russian International Airlines,Flight,Tatarsk Novosibirsk oblast,4,Human factor,1983,,,,,,,,
3/30/1983,Hughes Charter Air,Landing (descent or approach),Newark New Jersey,2,Human factor,1983,,,,,,,,
4/1/1983,Winn Exploration Company,Landing (descent or approach),Eagle Pass Texas,4,Human factor,1983,,,,,,,,
4/4/1983,Total France,Takeoff (climb),Guangzhou-Baiyun Guangdong,8,Unknown,1983,,,,,,,,
4/6/1983,Aviones de Panama,NA,Panama All Panama,0,Unknown,1983,,,,,,,,
4/7/1983,Munz Northern Airlines,Landing (descent or approach),Selawik Alaska,2,Human factor,1983,,,,,,,,
4/8/1983,Aeroflot - Russian International Airlines,Flight,Antonovka Almaty Province,3,Human factor,1983,,,,,,,,
4/11/1983,United States Air Force - USAF,Flight,Saint George Utah,7,Human factor,1983,,,,,,,,
4/12/1983,Aeroflot - Russian International Airlines,Landing (descent or approach),Minsk-Loshitsa (Minsk-1) City of Minsk,0,Human factor,1983,,,,,,,,
4/13/1983,Questor Surveys,Flight,Sitio Alimit Cagayan,3,Unknown,1983,,,,,,,,
4/14/1983,Walker's International Airlines,Takeoff (climb),North Perry Florida,0,Technical failure,1983,,,,,,,,
4/14/1983,Servicio de Transporte de la Guardia Nacional,Flight,Chiguará Mérida,4,Unknown,1983,,,,,,,,
4/14/1983,Executive Jet Aviation - USA,Landing (descent or approach),Puerto Vallarta-Licenciado Gustavo Díaz Ordaz Jalisco,0,Human factor,1983,,,,,,,,
4/16/1983,Air Liberia,Takeoff (climb),Khartoum Khartoum (<U+0627><U+0644><U+062E><U+0631><U+0637><U+0648><U+0645>),17,Technical failure,1983,,,,,,,,
4/16/1983,Aeroclub di Forli,Flight,Rimini Emilia-Romagna,2,Technical failure,1983,,,,,,,,
4/19/1983,Aeroflot - Russian International Airlines,Flight,Leninakan Shirak,21,Human factor,1983,,,,,,,,
4/19/1983,Japan Air Self-Defense Force - Koku Jieitai,Flight,Suga Island Kansai,8,Human factor,1983,,,,,,,,
4/19/1983,Japan Air Self-Defense Force - Koku Jieitai,Flight,Suga Island Kansai,6,Human factor,1983,,,,,,,,
4/20/1983,Air Ecosse,Landing (descent or approach),Flotta Orkney,0,Weather,1983,,,,,,,,
4/21/1983,Private German,Flight,Varese Lombardy,2,Human factor,1983,,,,,,,,
4/25/1983,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Flight,Afghanistan All Afghanistan,0,"Terrorism act, Hijacking, Sabotage",1983,,,,,,,,
4/26/1983,Cessna Aircraft Company,Takeoff (climb),Wichita-Dwight D. Eisenhower (Mid-Continent) Kansas,0,Human factor,1983,,,,,,,,
4/26/1983,Flight Brothers,Landing (descent or approach),Rock Springs Wyoming,3,Human factor,1983,,,,,,,,
4/26/1983,Japan Maritime Self-Defense Force - Kaijo Jieitai,Takeoff (climb),Iwakuni AFB Chugoku,11,Unknown,1983,,,,,,,,
4/26/1983,Aviones Ejecutivos - AVIEL,Flight,Barranca de Upía Meta,0,Technical failure,1983,,,,,,,,
4/28/1983,Green Aircraft Service,Landing (descent or approach),Fort Lauderdale-Hollywood Florida,0,Technical failure,1983,,,,,,,,
4/29/1983,Private Venezuelan,Flight,Hato Viejo Bolívar,2,Unknown,1983,,,,,,,,
4/29/1983,Aeroflot - Russian International Airlines,Landing (descent or approach),Tsaghkahovit Aragatsotn,0,Unknown,1983,,,,,,,,
4/29/1983,Aeroflot - Russian International Airlines,Flight,Cesis Vidzeme (Vidumo),0,Human factor,1983,,,,,,,,
4/29/1983,SAN Ecuador - Servicios Aéreos Nacionales,Landing (descent or approach),Guayaquil Guayas,8,Technical failure,1983,,,,,,,,
4/29/1983,Airfast Indonesia,Takeoff (climb),Landikma Special Region of Papua,0,Technical failure,1983,,,,,,,,
4/30/1983,United States Navy - USN,Landing (descent or approach),Jacksonville-Towers Field NAS Florida,14,Technical failure,1983,,,,,,,,
5/2/1983,Aeroflot - Russian International Airlines,Flight,Bidzhan Evreyskaya oblast (Jewish Autonomous oblast),8,Human factor,1983,,,,,,,,
5/3/1983,SATENA - Servicio de Aeronavegacion a Territorios Nacionales,Flight,Cali-Alfonso Bonilla Aragón (ex Palmaseca) Valle del Cauca,0,Technical failure,1983,,,,,,,,
5/4/1983,Aeroflot - Russian International Airlines,Flight,Kaunas Apskritis of Kaunas,0,Unknown,1983,,,,,,,,
5/5/1983,Royal Thai Air Force - Kong Thap Akat Thai,Landing (descent or approach),Takhli AFB Nakhon Sawan (<U+0E19><U+0E04><U+0E23><U+0E2A><U+0E27><U+0E23><U+0E23><U+0E04><U+0E4C>),30,Unknown,1983,,,,,,,,
5/6/1983,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Landing (descent or approach),Klyuchi Kamchatka Krai,35,Human factor,1983,,,,,,,,
5/8/1983,Supra International,Taxiing,Kagoak River Alaska,0,Unknown,1983,,,,,,,,
5/9/1983,Aeroflot - Russian International Airlines,Takeoff (climb),Koshlyaky Ternopil Oblast,4,Human factor,1983,,,,,,,,
5/9/1983,Aeroflot - Russian International Airlines,Flight,Tavildara Districts of Republican Subordination,0,Technical failure,1983,,,,,,,,
5/11/1983,Aeroflot - Russian International Airlines,Flight,Blagodarnoye Krasnodar Krai,0,Other causes,1983,,,,,,,,
5/12/1983,Roger Franklin Brumley,Flight,Titusville Florida,3,Human factor,1983,,,,,,,,
5/13/1983,Aeroflot - Russian International Airlines,Flight,Leipzig Saxony,0,Unknown,1983,,,,,,,,
5/15/1983,Aeroflot - Russian International Airlines,Flight,Kubitet Kemerovo oblast,0,Unknown,1983,,,,,,,,
5/17/1983,United States Navy - USN,Landing (descent or approach),Barbers Point NAS Hawaii,0,Unknown,1983,,,,,,,,
5/18/1983,Frisia Luftverkehr Norddeich,NA,Schleswig AFB Schleswig-Holstein,0,Unknown,1983,,,,,,,,
5/18/1983,Air Traffic,Flight,Atlantic Ocean All World,3,Technical failure,1983,,,,,,,,
5/24/1983,Interair,Takeoff (climb),Bargo New South Wales,1,Unknown,1983,,,,,,,,
5/25/1983,Aeroflot - Russian International Airlines,Flight,Shiryaiski Volgograd oblast,0,Human factor,1983,,,,,,,,
5/30/1983,Hallers Air Conditioning Maintenance,Landing (descent or approach),New Orleans-Lakefront Louisiana,1,Human factor,1983,,,,,,,,
5/30/1983,La Tuque Air Service,Flight,La Tuque Quebec,3,Human factor,1983,,,,,,,,
6/1/1983,Beech Airways,Landing (descent or approach),West Palm Beach Florida,0,Technical failure,1983,,,,,,,,
6/1/1983,Aeroflot - Russian International Airlines,Flight,Dombarovski Orenburg oblast,2,Unknown,1983,,,,,,,,
6/2/1983,Air Canada,Landing (descent or approach),Cincinnati-Northern Kentucky Kentucky,23,Technical failure,1983,,,,,,,,
6/2/1983,Geodata International,Flight,Monticello Utah,2,Human factor,1983,,,,,,,,
6/2/1983,Garuda Indonesian Airways,Takeoff (climb),Bandar Lampung Lampung,3,Human factor,1983,,,,,,,,
6/2/1983,Julio Roberto Silva,Takeoff (climb),Chingaza Cundinamarca,9,Technical failure,1983,,,,,,,,
6/5/1983,Linair Express,Flight,Cape Town Western Cape,7,Human factor,1983,,,,,,,,
6/5/1983,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Landing (descent or approach),Jalalabad Nangarhar,8,Other causes,1983,,,,,,,,
6/6/1983,MAP Perm Motors,Landing (descent or approach),Moscow-Myachkovo Moscow oblast,0,Human factor,1983,,,,,,,,
6/6/1983,Fort Frances Sportsmen Airways,Takeoff (climb),Dasent Lake Ontario,5,Unknown,1983,,,,,,,,
6/7/1983,Republic of China Air Force,Takeoff (climb),"Kinmen, Quemoy Island Fujian",38,Technical failure,1983,,,,,,,,
6/8/1983,Indian Air Force - Bharatiya Vayu Sena,Flight,Siddipet Telangana,3,Unknown,1983,,,,,,,,
6/8/1983,Frigorifico Reyes,Landing (descent or approach),Trinidad-Jorge Heinrich Arauz Beni,5,Technical failure,1983,,,,,,,,
6/9/1983,Peruvian Air Force - Fuerza Aérea del Perú,Landing (descent or approach),Puerto Maldonado-Padre Aldamiz Madre de Dios,9,Human factor,1983,,,,,,,,
6/15/1983,Champion Air Adelaide,Takeoff (climb),Moomba South Australia,1,Human factor,1983,,,,,,,,
6/15/1983,MOM - Ministerstvo Obshego Mashinostroenia,Landing (descent or approach),Kharkiv Kharkiv oblast,0,Technical failure,1983,,,,,,,,
6/16/1983,United States Navy - USN,Flight,Kauai Island Hawaii,14,Human factor,1983,,,,,,,,
6/17/1983,Aeroflot - Russian International Airlines,Landing (descent or approach),Yerevan Yerevan,0,Weather,1983,,,,,,,,
6/21/1983,Odom Flying Service,Landing (descent or approach),Atmore Alabama,8,Technical failure,1983,,,,,,,,
6/21/1983,Air Mali,Landing (descent or approach),Bamako Bamako City District,7,Unknown,1983,,,,,,,,
6/21/1983,Raul A. Lopez Jr.,Flight,Veracruz Veracruz,1,Unknown,1983,,,,,,,,
6/21/1983,Central Air Transport - Canada,Takeoff (climb),Bonner Lake Ontario,1,Unknown,1983,,,,,,,,
6/22/1983,Skycraft Air Transport,Landing (descent or approach),Toronto-Lester Bowles Pearson Ontario,2,Human factor,1983,,,,,,,,
6/23/1983,Falcon Leasing Corporation,Landing (descent or approach),Millhaven Georgia,2,Human factor,1983,,,,,,,,
6/24/1983,Norman L. Marxen,Landing (descent or approach),Montezuma-Lakefield Ohio,1,Human factor,1983,,,,,,,,
6/24/1983,Kaufmann Air Flugzeugvermietung,Takeoff (climb),Munich-Riem Bavaria,0,Technical failure,1983,,,,,,,,
6/25/1983,MIAT Mongolian Airlines - Mongolyn Irgeniy Agaaryn Teever,Landing (descent or approach),Ulan Bator Ulan Bator City District,0,Technical failure,1983,,,,,,,,
6/27/1983,Private German,Landing (descent or approach),Biberach an der Riss Baden-Württemberg,2,Human factor,1983,,,,,,,,
6/28/1983,United States Air Force - USAF,Flight,Nevada Nevada,6,Unknown,1983,,,,,,,,
6/28/1983,Kansas Aircraft Corporation,Landing (descent or approach),Norman-University of Oklahoma Westheimer Oklahoma,2,Unknown,1983,,,,,,,,
6/29/1983,Erasmus,Takeoff (climb),Houston-William P. Hobby Texas,2,Human factor,1983,,,,,,,,
6/29/1983,Pacific Air Express - USA,Landing (descent or approach),Kahului Hawaii,0,Human factor,1983,,,,,,,,
6/29/1983,Aeroflot - Russian International Airlines,Landing (descent or approach),Osh Osh City,0,Weather,1983,,,,,,,,
6/29/1983,Aeronica - Aerolineas Nicaraguenses,Landing (descent or approach),Managua-Augusto Cesar Sandino-Las Mercedes Managua City District,0,Human factor,1983,,,,,,,,
6/30/1983,Blackhawk Airways,Flight,Keyser West Virginia,1,Human factor,1983,,,,,,,,
6/30/1983,Holmstroem Air,Landing (descent or approach),Borlänge-Dala Dalarna,1,Human factor,1983,,,,,,,,
7/1/1983,Air Koryo - Chosonminhang Korean Airways,Landing (descent or approach),Conakry Conakry Region,23,Human factor,1983,,,,,,,,
7/2/1983,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Takeoff (climb),Jalalabad Nangarhar,5,"Terrorism act, Hijacking, Sabotage",1983,,,,,,,,
7/2/1983,Altair Linee Aeree,Takeoff (climb),Milan-Malpensa Lombardy,0,Technical failure,1983,,,,,,,,
7/2/1983,Usibelli Coal Mine,Landing (descent or approach),Walker Lake Alaska,0,Human factor,1983,,,,,,,,
7/4/1983,Zambia Airways,Takeoff (climb),Kasaba Bay Northern,0,Technical failure,1983,,,,,,,,
7/4/1983,Aeroflot - Russian International Airlines,Flight,Mestia Samegrelo-Zemo Svaneti,0,Weather,1983,,,,,,,,
7/4/1983,Labrador Air Safari,Flight,Baie-Comeau Quebec,5,Unknown,1983,,,,,,,,
7/9/1983,Keith David Wickenden,Takeoff (climb),Shoreham-by-Sea West Sussex,1,Technical failure,1983,,,,,,,,
7/10/1983,Nenana Fuel Company,Landing (descent or approach),Tobin Creek-Chandalar Lake Alaska,0,Human factor,1983,,,,,,,,
7/11/1983,Transportes Aéreos Mercantiles Ecuatorianos - TAME,Landing (descent or approach),Cuenca-Mariscal La Mar Azuay,119,Human factor,1983,,,,,,,,
7/12/1983,Cloudlands Aviation Development,Flight,Mount Hagen Western Highlands,0,Unknown,1983,,,,,,,,
7/15/1983,Orion Air,Landing (descent or approach),Bristol-Tri-Cities Tennessee,0,Human factor,1983,,,,,,,,
7/17/1983,Private Australian,Flight,Bass Strait All Australia,2,Unknown,1983,,,,,,,,
7/18/1983,Taxi Aéreo Selva,Landing (descent or approach),Tarapoto-Comandante Guillermo del Castillo Paredes San Martín,2,Weather,1983,,,,,,,,
7/19/1983,Chevron Oil Company,Takeoff (climb),Khartoum Khartoum (<U+0627><U+0644><U+062E><U+0631><U+0637><U+0648><U+0645>),0,Human factor,1983,,,,,,,,
7/20/1983,Technical Computer Services,Landing (descent or approach),Cleveland-Hopkins Ohio,6,Human factor,1983,,,,,,,,
7/20/1983,Tenson,Flight,Lost Creek West Virginia,4,Other causes,1983,,,,,,,,
7/20/1983,Aeroflot - Russian International Airlines,Flight,Kharkiv Kharkiv oblast,0,Human factor,1983,,,,,,,,
7/22/1983,Imani %26 Sons,Landing (descent or approach),Lagos-Murtala Muhammed Lagos,0,Unknown,1983,,,,,,,,
7/23/1983,Schröter Verwaltungs,Takeoff (climb),Borkum Island Lower Saxony,8,Unknown,1983,,,,,,,,
7/26/1983,Bali International Air Service,Landing (descent or approach),Ambon-Pattimura Maluku,7,Unknown,1983,,,,,,,,
7/27/1983,British Army Air Corps,Flight,Culdrose AFB Cornwall,1,Human factor,1983,,,,,,,,
7/28/1983,Tomar Airways,Takeoff (climb),Bayport New York,2,Technical failure,1983,,,,,,,,
7/30/1983,Red Dodge,Flight,Big Lake Alaska,1,Human factor,1983,,,,,,,,
8/4/1983,Pan American World Airways - PAA,Landing (descent or approach),Karachi-Muhammad Ali Jinnah-Quaid-e-Azam Sindh (<U+0633><U+0646><U+068C> <U+0633><U+0646><U+062F><U+06BE>),0,Human factor,1983,,,,,,,,
8/4/1983,Airlines of Tasmania,Landing (descent or approach),Launceston Tasmania,0,Human factor,1983,,,,,,,,
8/4/1983,Sécurité civile française,Flight,Marseille Bouches-du-Rhône,2,Human factor,1983,,,,,,,,
8/5/1983,Condor Aviation,Landing (descent or approach),Fond du Lac Wisconsin,0,Technical failure,1983,,,,,,,,
8/5/1983,Aeroflot - Russian International Airlines,Flight,Koslan Republic of Komi,0,Technical failure,1983,,,,,,,,
8/5/1983,Bali International Air Service,Landing (descent or approach),Bula Maluku,2,Unknown,1983,,,,,,,,
8/7/1983,SATENA - Servicio de Aeronavegacion a Territorios Nacionales,Landing (descent or approach),Pasto-Antonio Nariño Nariño,0,Unknown,1983,,,,,,,,
8/9/1983,Royal Thai Air Force - Kong Thap Akat Thai,Takeoff (climb),Ubon Ratchathani Ubon Ratchathani (<U+0E2D><U+0E38><U+0E1A><U+0E25><U+0E23><U+0E32><U+0E0A><U+0E18><U+0E32><U+0E19><U+0E35>),9,Unknown,1983,,,,,,,,
8/11/1983,Northern Air Service - USA,Takeoff (climb),Evart Mississippi,2,Technical failure,1983,,,,,,,,
8/12/1983,Aeroflot - Russian International Airlines,Flight,Odessa Odessa Oblast,0,Human factor,1983,,,,,,,,
8/15/1983,MAP Arsenyev,Takeoff (climb),Omsukchan Magadan oblast,0,Human factor,1983,,,,,,,,
8/16/1983,MFS Associates,Takeoff (climb),Centerton Indiana,0,Human factor,1983,,,,,,,,
8/17/1983,Padosa Productions,Takeoff (climb),Vieques All Puerto Rico,0,Human factor,1983,,,,,,,,
8/17/1983,Las Vegas Airlines,Flight,Peach Springs Arizona,10,Human factor,1983,,,,,,,,
8/17/1983,Northeast Jet,Takeoff (climb),Wilmington Delaware,0,Other causes,1983,,,,,,,,
8/20/1983,Alaska North Flying Service,Flight,Iliamna Alaska,0,Human factor,1983,,,,,,,,
8/20/1983,Ralph Anderson,Takeoff (climb),West Jordan Utah,1,Technical failure,1983,,,,,,,,
8/21/1983,Command Aviation,Flight,Silvana Washington,11,Human factor,1983,,,,,,,,
8/22/1983,Country Club Homes,Takeoff (climb),Marion North Carolina,0,Human factor,1983,,,,,,,,
8/23/1983,United States Navy - USN,Landing (descent or approach),Elizabeth City North Carolina,4,Unknown,1983,,,,,,,,
8/27/1983,Scheduled Skyways,Taxiing,Hot Springs Arkansas,0,Technical failure,1983,,,,,,,,
8/28/1983,R. R. Moore %26 Company,Flight,Adavale Queensland,12,Unknown,1983,,,,,,,,
8/28/1983,Transamerica Airlines,Landing (descent or approach),Dundo Lunda Norte,7,Human factor,1983,,,,,,,,
8/29/1983,Wayland E. Tyner,Takeoff (climb),Florala Alabama,0,Human factor,1983,,,,,,,,
8/30/1983,Aeroflot - Russian International Airlines,Landing (descent or approach),Almaty Almaty Province,90,Human factor,1983,,,,,,,,
9/1/1983,Korean Air,Flight,Sakhalinsk Sakhalin oblast,269,"Terrorism act, Hijacking, Sabotage",1983,,,,,,,,
9/2/1983,Farrell-Cooper Mining Company,Landing (descent or approach),Fort Smith Arkansas,0,Technical failure,1983,,,,,,,,
9/2/1983,SAT Aerotaxi,Takeoff (climb),Olbia-Costa Smeralda Sardinia,4,Unknown,1983,,,,,,,,
9/2/1983,Central Mountain Air Services,Landing (descent or approach),Smithers British Columbia,7,Unknown,1983,,,,,,,,
9/4/1983,Osage Aviation Services,Takeoff (climb),Altus Oklahoma,8,Human factor,1983,,,,,,,,
9/4/1983,Transport Aérien Transrégional - TAT,Landing (descent or approach),Tours-Val de Loire (Saint Symphorien) Indre-et-Loire,0,Unknown,1983,,,,,,,,
9/8/1983,Panorama Air Tour,Takeoff (climb),Kona-Keahole Hawaii,0,Technical failure,1983,,,,,,,,
9/10/1983,Bertram E. Weech,Landing (descent or approach),Fort Lauderdale-Executive Florida,0,Technical failure,1983,,,,,,,,
9/10/1983,Mayo Aviation,Landing (descent or approach),Burlington-Kit Carson County Colorado,0,Human factor,1983,,,,,,,,
9/11/1983,Winward Aviation,Flight,Plainview-Hale County Texas,1,Human factor,1983,,,,,,,,
9/14/1983,CAAC - Civil Aviation Administration of China,Taxiing,Guilin Guangxi,11,Unknown,1983,,,,,,,,
9/16/1983,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Landing (descent or approach),Bagram AFB Parwan,0,"Terrorism act, Hijacking, Sabotage",1983,,,,,,,,
9/18/1983,Sam W. Rankin,Landing (descent or approach),Nacogdoches-A. L. Mangham Jr. Texas,2,Human factor,1983,,,,,,,,
9/19/1983,Private American,Landing (descent or approach),Miami-Opa Locka Florida,0,Technical failure,1983,,,,,,,,
9/20/1983,Larco Concrete Products,Takeoff (climb),Moyo Northern,0,Unknown,1983,,,,,,,,
9/23/1983,Gulf Air,Landing (descent or approach),Abu Dhabi-Al Bateen Abu Dhabi (<U+0625><U+0645><U+0627><U+0631><U+0629> <U+0623><U+0628><U+0648> <U+0638><U+0628><U+064A><U+200E>),112,"Terrorism act, Hijacking, Sabotage",1983,,,,,,,,
9/23/1983,Dirección Provincial de Aeronáutica de Salta,Landing (descent or approach),Las Bolsas Salta,0,Human factor,1983,,,,,,,,
9/25/1983,RN Cargo of Nigeria,Landing (descent or approach),Accra-Kotoka Greater Accra,0,"Terrorism act, Hijacking, Sabotage",1983,,,,,,,,
9/27/1983,Angola Air Force - Força Aérea Nacional Angolana,NA,Angola All Angola,0,Unknown,1983,,,,,,,,
9/28/1983,Taiwan Airlines,Landing (descent or approach),Lanyu Islands Taitung County (<U+81FA><U+6771><U+7E23>),10,Unknown,1983,,,,,,,,
9/29/1983,Scott M. Brunke,Landing (descent or approach),Wichita-Beechcraft Field Kansas,0,Technical failure,1983,,,,,,,,
9/29/1983,Bombardier Aerospace,Flight,Montreal-Pierre-Elliott Trudeau (ex Dorval) Quebec,0,Unknown,1983,,,,,,,,
9/30/1983,Allan Jeffries,Flight,Lower Matecumbe Key Florida,1,Human factor,1983,,,,,,,,
10/3/1983,Private American,Flight,Rio Blanco Matagalpa,1,"Terrorism act, Hijacking, Sabotage",1983,,,,,,,,
10/5/1983,ZUA - Zakladu Uslug Agrolotniczych - AET Agroaviation Services,Flight,Karolewo Warmian-Masurian Voivodeship (Warminsko-Mazurskie),0,Unknown,1983,,,,,,,,
10/5/1983,SAM Colombia - Sociedad Aeronáutica de Medellín,Landing (descent or approach),"San Andrés-Gustavo Rojas Pinilla San Andrés, Providencia & Santa Catalina",0,Unknown,1983,,,,,,,,
